Item,Cond,Critical,ContextSentence,TargetSentence,Target,Block,Plausible
31,C,5,Die Spaziergänger haben keinen Krankenwagen gerufen.,"Sie hörten, dass die Sirene langsam immer lauter wurde.",Sirene,Block1,No
130,filler_incoherent,5,Letzte Woche hatte sich der Matrose den Fuß verstaucht.,"Er fand, dass das Tischtennistraining nun noch mehr Spaß machte.",Target,Block1,No
24,B,5,In den Ferien ging der Mechaniker in die Berge.,"Er bemerkte, dass die Piste diesmal viel voller war als im Vorjahr.",Piste,Block1,Yes
111,filler_coherent,5,"Die wartenden Fahrgäste wussten nicht, dass der Zug ausgefallen war.",Sie unterhielten sich über Politik und das Wetter.,Target,Block1,Yes
19,C,7,Die Tochter hatte nie eine Grippe.,"Ihre Mutter vergewisserte sich, dass das Fieber nach ein paar Tagen endlich sank.",Fieber,Block1,No
123,filler_incoherent,5,Eine Weile spielte das Kleinkind im Sandkasten.,"Der Vater beobachtete, wie es die Rutsche hinabsauste.",Target,Block1,No
26,D,5,Die Künstlerin ist ihr Bild niemals losgeworden.,"Sie verkündete, dass das Geld für eine neue Staffelei reichte.",Geld,Block1,No
104,filler_coherent,5,"Das Publikum berichtet, dass die Theateraufführung vorgestern gut gelungen sei.",Kein Darsteller hatte den Text vergessen.,Target,Block1,Yes
5,A,6,Heute Morgen wurde ein Rentner im Park tot aufgefunden.,"Der Parkwächter berichtet, dass die Leiche später genau untersucht worden war.",Leiche,Block1,Yes
129,filler_incoherent,5,Am Abend sollte das Schulkind ein Gedicht vortragen.,"Die Großeltern bemerkten, dass der Schwimmunterricht besonders förderlich war.",Target,Block1,No
22,D,7,Der Täter wurde niemals gefunden.,"Der Kommissar sorgte dafür, dass die Handschellen sofort um seine Handgelenke befestigt wurden.",Handschellen,Block1,No
154,filler_incoherent,5,Heute Morgen war der Pianist aus Griechenland zurückgekehrt.,"Strahlend berichtet er davon, wie schön die Nordlichter gewesen seien.",Target,Block1,No
32,B,5,Diesen Monat hat sich der Ehemann Unterstützung gesucht.,"Er bemerkte, dass die Therapie schon bald positive Auswirkungen zeigte.",Therapie,Block1,Yes
131,filler_incoherent,5,Der Moderator erhielt nie eine eigene Sendung.,"Es wurde spekuliert, dass seine Karriere dadurch steil nach oben schnellen würde.",Target,Block1,No
115,filler_coherent,5,Die Brüder wollten nie ihr Zimmer aufräumen.,"Ihre Eltern fanden, dass das Fernsehverbot angemessen sei.",Target,Block2,Yes
126,filler_incoherent,5,In der Kreisstadt hat es heute früh einen Anschlag gegeben.,"Der lokale Radiosender berichtete, dass die Freibadsaison gerade begonnen hatte.",Target,Block2,No
136,filler_coherent,5,Gestern hatte der Winzer die Ernte beendet.,"Er freute sich darauf, bald in den Urlaub zu fahren.",Target,Block2,Yes
142,filler_coherent,5,Der Gehilfe verrührte die Zutaten stets sehr sorgfältig.,"Seine Vorgesetzte musste ihn ermahnen, den Mixer vorsichtig zu bedienen.",Target,Block2,Yes
106,filler_coherent,5,In der Kleinstadt hatte sich noch nie ein Attentat ereignet.,"Der Bürgermeister verkündete, dass die Sicherheit im Ort höchste Priorität genoss.",Target,Block2,Yes
14,D,5,Die Bildhauerin wurde niemals untersucht.,"Sie bestätigt, dass das Röntgengerät nur ein paar Sekunden benötigt hat.",Röntgengerät,Block2,No
125,filler_incoherent,5,Die Doktorandin hatte am Wochenende die Kinovorstellung verpasst.,"Sie fand, dass das Popcorn sehr lecker gewesen war.",Target,Block2,No
21,A,7,Am Morgen hat der Anwalt den Zeugen angerufen.,"Der Zeuge stellte fest, dass das Telefonat offensichtlich der Einschüchterung gedient hatte.",Telefonat,Block2,Yes
139,filler_coherent,5,Die Philosophiestudenten hatten schon viel für die Klausur gelernt.,"Sie dachten, dass eine Abkühlung im Schwimmbad verlockend klang.",Target,Block2,Yes
27,C,6,Kein Jugendlicher wurde jemals im Dorf entführt.,"Der Fernsehsender berichtet, dass das Lösegeld sofort von der Familie gezahlt worden war.",Lösegeld,Block2,No
102,filler_coherent,5,Der Paketzusteller musste nie ermahnt werden.,"Der Geschäftsinhaber erzählt, dass die Waren stets pünktlich geliefert wurden.",Target,Block2,Yes
36,B,5,Gestern hat die Schwiegermutter etwas vorbereitet.,"Sie fand, dass der Teig diesmal besonders gut gelungen war.",Teig,Block2,Yes
119,filler_incoherent,5,Das Motorrad der Trainerin hatte gestern den Geist aufgegeben.,"Zufrieden berichtet sie, dass sie danach eine Motorradtour gemacht hatte.",Target,Block2,No
13,A,6,Gestern hat sich das Mädchen das Bein gebrochen.,"Es stellt fest, dass der Gips ein bisschen zu eng anliegt.",Gips,Block2,Yes
128,filler_incoherent,5,Als nächstes wollte die Läuferin den Fluss überqueren.,"Der Fußgänger informierte sie, dass der Aufzug leider kaputt sei.",Target,Block2,No
7,C,5,Der Sohn des Händlers wurde nie verprügelt.,"Er zeigte, dass das Blut inzwischen schon getrocknet war.",Blut,Block2,No
107,filler_coherent,5,Keine der Schwestern wurde jemals geschlagen.,"Sie erzählten, dass der Erziehungsstil sehr antiautoritär ausgerichtet war.",Target,Block2,Yes
25,A,5,Letztes Jahr machte der Eisverkäufer seiner Kollegin einen Antrag.,"Er erzählt, dass die Hochzeit in einer mittelalterlichen Kapelle stattfand.",Hochzeit,Block2,Yes
133,filler_incoherent,5,Kein Passagier wurde vom Schaffner angesprochen.,"Der Schaffner fand, dass der Ruhestand ihm gut tat.",Target,Block2,No
3,C,6,Der Agent hat nie jemanden vergiftet.,"Die Staatsanwaltschaft bestätigt, dass das Gift sehr hoch dosiert war.",Gift,Block2,No
149,filler_coherent,5,Letzten Monat absolvierte die Backpackerin einen Kurs zum Überleben in der Wildnis.,"Stolz zeigte sie, dass ihr Kompass auch über eine Quarzuhr verfügte.",Target,Block2,Yes
38,D,5,Die Pilotin ist niemals zum See gegangen.,"Sie sagte, dass der Köder aus dem Fachgeschäft hervorragend funktioniert hat.",Köder,Block2,No
155,filler_incoherent,5,Nach der langen Wartezeit am Check-In Schalter betraten die Urlauber das Flugzeug.,"Sie urteilten, dass der Check-In schnell und effizient gewesen sei.",Target,Block2,No
12,B,5,Während der Nacht hat der Friseur das Dokument vernichtet.,"Er erfuhr, dass die Asche später zur Beweissicherung sichergestellt wurde.",Asche,Block2,Yes
120,filler_incoherent,5,Der Esotheriker hatte diese Woche seinen Sportkurs geschwänzt.,"Heute klagte er, dass der Muskelkater sehr stark sei.",Target,Block2,No
144,filler_coherent,5,Die Freunde bereiteten am Nachmittag einen Kuchen vor.,"Sie testeten, dass der Ofen die gewünschte Temperatur erreichte.",Target,Block3,Yes
151,filler_incoherent,5,Im Herbst hat der Kunstlehrer einen Töpferkurs absolviert.,"Der Schulleiter fand, dass die Weiterbildung den Kunstunterricht verschlechtern würde.",Target,Block3,No
132,filler_incoherent,5,Der Reiter konnte sich kein eigenes Pferd kaufen.,"Der Reitverein beschloss, dass das Grillfest im Hof stattfinden würde.",Target,Block3,No
109,filler_coherent,5,Das Patenkind war heute enttäuscht.,"Es beklagte, dass die Patentante nicht zu dem Ausflug erschienen sei.",Target,Block3,Yes
113,filler_coherent,5,Die Geschwister meldeten sich nicht zum diesjährigen Schulausflug an.,"Die Schule beschloss, eine Spendenaktion zu organisieren.",Target,Block3,Yes
35,C,5,"Die Gastwirtin stellte fest, dass die Soße noch nicht schlecht geworden war.","Sie sah, dass der Schimmel schon das ganze Glas bedeckte.",Schimmel,Block3,No
148,filler_coherent,5,Der Hausmeister musste jeden Dienstag das Treppenhaus kehren.,"Er beklagte, dass der Besen ein recht altes, ineffizientes Modell sei.",Target,Block3,Yes
20,B,5,Am Montag hatten sich die Forscher kennengelernt.,"Sie bemerkten, dass das Gespräch weit über zwei Stunden gedauert hatte.",Gespräch,Block3,Yes
150,filler_coherent,5,Der Büroangestellte musste täglich die Schriftstücke abheften.,"Genervt erzählt er, dass der Tacker ständig leer sei.",Target,Block3,Yes
18,D,5,Die Ehefrau ist nie erkrankt.,"Sie sagt, dass das Virus wohl leider anhaltende gesundheitliche Probleme verursacht hat.",Virus,Block3,No
108,filler_coherent,5,Kein Bürger des Ortes wurde dieses Jahr angegriffen.,"Der lokale Stadtanzeiger schrieb, dass die Kriminalitätsrate im Vergleich zum Vorjahr gesunken sei.",Target,Block3,Yes
17,A,6,Eine Zeit lang wurde der Politiker im Büro abgehört.,"Der Inspektor berichtet, dass die Wanze unter dem Schreibtisch gefunden wurde.",Wanze,Block3,Yes
146,filler_coherent,5,Fröhlich pfeifend verputzte der Maurer die Wand.,"Plötzlich bemerkte er, dass der Spachtel dabei war, in zwei Teile zu brechen.",Target,Block3,Yes
2,D,6,Kein Bettler wurde jemals in der Stadt beseitigt.,"Die Lokalzeitung schrieb, dass das Messer wahrscheinlich aus einem Spezialgeschäft stammte.",Messer,Block3,No
112,filler_coherent,5,In der Schrebergartensiedlung kam es niemals zum Streit.,Monatlich wurde eine Gartenparty veranstaltet.,Target,Block3,Yes
8,B,5,Letzten Monat ist der Mann in einen Laden eingedrungen.,"Er sagte, dass die Waffe tatsächlich voll geladen gewesen war.",Waffe,Block3,Yes
159,filler_incoherent,5,Letztes Wochenende hatte der Magier seine Vorstellung leider abgesagt.,"Der Zirkusdirektor verkündete, dass der Trick mit dem Hasen alle Zuschauer fasziniert habe.",Target,Block3,No
6,D,6,Kein Bergsteiger ist jemals in dem Gebirge plötzlich abgestürzt.,"Der Kletterverein verkündete, dass die Beerdigung schon am Samstag stattfand.",Beerdigung,Block3,No
145,filler_coherent,5,Eine Weile lang blätterte die Spanierin im Lexikon.,"Seufzend stellte sie fest, dass das Wort nur schwer zu übersetzen war.",Target,Block3,Yes
29,A,6,Am Freitag hat es in Bayern gewittert.,"Die Camperin entdeckte, dass der Blitz genau neben ihrem Zelt eingeschlagen hatte.",Blitz,Block3,Yes
153,filler_incoherent,5,"Letztendlich entschied sich die Millionärin, ihr Gold wegzuschließen.","Sie dachte, dass der Tresor gut zum Verwahren ihres Mülls geeignet sei.",Target,Block3,No
30,D,6,Der Dozent hat seine Freundin niemals angelogen.,"Sie fand heraus, dass die Affäre schon ein paar Wochen dauerte.",Affäre,Block3,No
105,filler_coherent,5,Im Sommer jobbte die Auszubildende auf einer Baustelle.,"Sie sagt, dass sie den Bagger leider nicht selbst bedienen durfte.",Target,Block3,Yes
10,D,6,Kein Auto in der Siedlung ist jemals beschädigt worden.,"Die Gemeinde erfuhr, dass die Bombe in der vorangegangenen Nacht platziert wurde.",Bombe,Block3,No
127,filler_incoherent,5,Diesen Winter hatten sich fünf Ehrenamtler für die Suppenküche angemeldet.,"Sie berichteten, dass sie den Winter in Süditalien verbrachten.",Target,Block3,No
110,filler_coherent,5,Am Freitag wollten die Eltern zu ihrem Wellnesswochenende fahren.,"Die Kinder versicherten, dass sie keine Party veranstalten würden.",Target,Block4,Yes
138,filler_coherent,5,Der Romanist hatte gerade das Unkraut gejätet.,"Er sagte, dass er den Speicher als nächstes noch entrümpeln wollte.",Target,Block4,Yes
118,filler_incoherent,5,"Der Schuldner erzählte, dass er gerade Privatinsolvenz angemeldet hatte.",Daraufhin eröffnete er einen neuen Laden.,Target,Block4,No
152,filler_incoherent,5,"Die Tante entdeckte, dass das Baby endlich eingeschlummert war.","Daraufhin begann sie, die Gute-Nacht-Geschichte mit lauter Stimme vorzulesen.",Target,Block4,No
103,filler_coherent,5,"Das Ordnungsamt vermerkte, dass die Geschwindigkeitsbeschränkung effektiv war.",Niemand wurde jemals auf der Landstraße geblitzt.,Target,Block4,Yes
15,C,5,Der Fischer wurde niemals operiert.,"Er erfuhr, dass das Skalpell äußerst vorsichtig angesetzt worden war.",Skalpell,Block4,No
143,filler_coherent,5,Oft bereitete der Physiker noch spät nachts den Unterricht vor.,"Er wusste, dass die Skripte sicherlich für die Studierenden schwer zu verstehen waren.",Target,Block4,Yes
39,C,6,Keine Enkelin der Gräfin hat jemals promoviert.,"Die Universität bestätigt, dass der Doktortitel mit einer besonderen Auszeichnung verliehen wurde.",Doktortitel,Block4,No
121,filler_incoherent,5,"Die Journalistin gab an, dass sie bald nach Südamerika aufbrechen würde.",Am nächsten Tag verkaufte sie ihre Koffer.,Target,Block4,No
4,B,6,Vorgestern hat sich eine Insassin der Strafvollzugsanstalt umgebracht.,"Die Wärterin wusste, dass der Strick von außen hineingeschleust worden war.",Strick,Block4,Yes
135,filler_incoherent,5,Auf dem Heimweg wurde der Praktikant nicht verfolgt.,"Er wusste, dass sich jemand hinter dem Baum versteckte.",Target,Block4,No
33,A,6,Heute ist die Schulklasse des Gymnasiums mit der Bahn gefahren.,"Der Schulsprecher schildert, dass der Waggon ziemlich voll gewesen war.",Waggon,Block4,Yes
122,filler_incoherent,5,Am Wochenende wollte die Sekretärin erst spät aufwachen.,"Sie versprach, dass der Wecker um 6 Uhr morgens klingeln würde.",Target,Block4,No
1,A,6,Gestern wurde ein Demonstrant im Zentrum erschossen.,"Die Presse berichtet, dass die Pistole heute am Flussufer gefunden wurde.",Pistole,Block4,Yes
156,filler_incoherent,5,Vor fünf Jahren hatte der alte Jäger mit dem Jagen aufgehört.,"Stolz erzählte er, dass er gestern ein Wildschwein erlegt hatte.",Target,Block4,No
28,B,6,Diese Woche wurde die Regionalwahl durchgeführt.,"Der Kandidat schildert, dass der Sieg sehr überraschend für ihn war.",Sieg,Block4,Yes
157,filler_incoherent,5,Häufig ließ der Verwalter den Schlüssel im Türschloss stecken.,"Heute entdeckte er, dass der Schlüssel wieder mal im Blumentopf lag.",Target,Block4,No
34,D,6,Die Vermieterin hat im Haus keine Wohnungen bearbeitet.,"Sie sorgte dafür, dass der Pinsel stets mit Vorsicht angesetzt wurde.",Pinsel,Block4,No
137,filler_coherent,5,Vor kurzem hat die Erbin ihren Diamantring verscherbelt.,"Sie verkündete, dass sie als nächstes ein Wohnmobil kaufen wolle.",Target,Block4,Yes
9,A,6,Letzte Woche ist das Handy des Sängers kaputtgegangen.,"Er stellte fest, dass die Reparatur leider ziemlich teuer war.",Reparatur,Block4,Yes
117,filler_incoherent,5,"Die Golfspielerin berichtet, dass sie mit dem Bus zum Sport gefahren war.",Auf dem Rückweg nahm sie das Auto.,Target,Block4,No
16,B,5,Eben wurde der Schüler versorgt.,"Er fand, dass die Spritze doch recht schmerzhaft gewesen war.",Spritze,Block4,Yes
124,filler_incoherent,5,Neulich hatte die Chemikerin ihr Segelboot verkauft.,"Sie plante, dass die Segelfahrt in den kommenden Ferien über die Ostsee gehen sollte.",Target,Block4,No
23,C,5,Der Manager wurde niemals inhaftiert.,"Er erzählte, dass die Zelle wirklich sehr klein war.",Zelle,Block4,No
134,filler_incoherent,5,"Der Kolumnist hatte es nicht geschafft, den Aufsatz zu beenden.","Er verkündete, dass das Lob des Redakteurs groß sein würde.",Target,Block4,No
